Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_chicken_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_chicken_C	Univariate_LR_delta_R2_chicken_C
0.241330212227999	616.896027619947	0.28626477225787	0.283971760405442	-0.00229301185242792
0.392275411593017	1211.51702428779	0.315349571643929	0.194492414197517	-0.120857157446412
0.317017135446147	826.335240959131	0.508513096204344	0.261983180705478	-0.246529915498867
0.246447346647676	749.876539674592	0.372145068874721	0.118916170806882	-0.253228898067839
0.32762703788153	1557.41986665984	0.432488412831521	0.32113748095789	-0.111350931873631
0.260319066070212	411.610600122741	0.50053523171089	0.101638005311085	-0.398897226399806
0.304188688711659	-0.122886096712759	0.417799135857502	4.40459534661263e-05	-0.417755089904036
0.427990940828576	2019.80362466182	0.562096200374921	0.341981290392291	-0.22011490998263
0.333814659921271	814.18371974395	0.418942553998355	0.172132498351981	-0.246810055646373
0.326445431591441	1.30560536749168	0.364730845264282	0.00446607499689553	-0.360264770267386
0.255273422112727	76.1781409559333	0.366025985097625	0.0101714452653476	-0.355854539832277
0.219860567232042	24.7128351419328	0.413222096575586	0.0087079155170798	-0.404514181058507
0.264395025367223	971.308269684586	0.461387174968461	0.173019328458039	-0.288367846510421
0.29796077901288	853.993043206296	0.209439776586271	0.114251742021269	-0.0951880345650021
0.248182625557463	1066.22534070017	0.44531253785271	0.2492083994073	-0.19610413844541
0.33273100112253	879.348612634352	0.433050295728047	0.159955066155936	-0.273095229572111
0.248350455898396	278.492711756647	0.405084931883164	0.0523754060124457	-0.352709525870718
0.243561493403858	998.436877390649	0.262062356084384	0.167623654346309	-0.0944387017380746
0.319116573516755	1565.18645173436	0.353705662051301	0.375675933850864	0.0219702717995631
0.272228407790277	957.127725547497	0.421280085658292	0.111402293960347	-0.309877791697945
0.270544386788434	0.696741991398085	0.419573296050226	0.00205200776776549	-0.417521288282461
0.247303960225036	-1.35396850775669	0.288765987735029	0.00653490033707867	-0.282231087397951
0.282925598422292	1.0925028376763	0.559594878389238	0.00727292280616112	-0.552321955583077
0.206467733542681	974.118746679162	0.208563177496035	0.15625897942595	-0.0523041980700848
0.356215727610473	165.826524631352	0.47551183931837	0.0294374256436872	-0.446074413674683
0.281821917471742	849.443273616708	0.244946805334514	0.126974888029022	-0.117971917305492
0.31954128148161	253.177612464731	0.334014943353616	0.0529036564794637	-0.281111286874152
0.350470461935343	256.457770796176	0.356014617901295	0.110179674065104	-0.245834943836191
0.341579765816753	1216.50207989656	0.482183473769256	0.205190389001935	-0.276993084767321
0.334175815086477	1424.73844569778	0.344795773878849	0.189826694128945	-0.154969079749904
0.251653277981516	45.0072428868022	0.306254218296909	0.0188252689127993	-0.28742894938411
0.217621064767193	239.51407033536	0.388795643956773	0.0525266567046258	-0.336268987252147
0.308037696677005	1234.97443292339	0.402084905003319	0.323754648110148	-0.0783302568931707
0.208184013442574	0.843537296718311	0.341206000478794	0.00502299794119373	-0.3361830025376
0.402269197414636	1360.65509550915	0.524440709483866	0.274851173621112	-0.249589535862754
0.257234122177265	1094.61201288117	0.351835719112593	0.26858153889282	-0.0832541802197733
0.205264991927292	0.144070843406509	0.335571882426476	7.25011470564708e-05	-0.33549938127942
0.28016101895172	931.630908488523	0.447322044476711	0.206835269546249	-0.240486774930462
0.323343452308513	-0.282118808318344	0.452940604956397	0.000300318189083313	-0.452640286767314
0.322274235982815	3.70318149926753	0.347808461604294	9.65675390453587e-05	-0.347711894065248
0.286993515904114	1208.30372757243	0.295851692991343	0.194474391879465	-0.101377301111878
0.317399324274047	1800.04464443465	0.321594205610873	0.379324449525134	0.057730243914261
0.29451053198508	877.155662653705	0.382266657094635	0.440893845298667	0.0586271882040325
0.259439415630615	1126.60335227697	0.282237309841741	0.198007568984015	-0.0842297408577257
0.301666560060906	217.712069699066	0.40459679395138	0.0525612218201565	-0.352035572131224
0.221923002786531	113.321393028967	0.241901701711606	0.11673105238737	-0.125170649324236
0.19646654416225	196.127082688787	0.217482915956766	0.0484869831789647	-0.168995932777802
0.228061886088476	677.559658068468	0.475454763345483	0.230235045979197	-0.245219717366286
0.293252775736248	3.69755663897831	0.348713745483492	0.0571622832763091	-0.291551462207183
0.25816859542006	521.353480837646	0.568481718176481	0.189638145560417	-0.378843572616064
0.278263722643126	377.056798790925	0.483551432255109	0.147890849144725	-0.335660583110384
0.300775700219077	1.96854604777445	0.402741924210627	0.0118330739864455	-0.390908850224181
0.353337436505324	613.810706571747	0.575753492581436	0.111455869409011	-0.464297623172425
0.490632142260483	502.184109628687	0.557319574131128	0.106534767045848	-0.45078480708528
0.335540484136621	537.667690256112	0.377038415873686	0.137102171022447	-0.239936244851239
0.289797781856722	13.8703260363722	0.277144154946472	0.024214218329318	-0.252929936617154
0.28258002814216	749.353359619598	0.387550567121028	0.0816563045508022	-0.305894262570226
0.296488252168844	0.468338675298776	0.446582078863516	0.000644185685884503	-0.445937893177631
0.220035350864712	-0.573754507831537	0.348737270561333	0.00117238781032085	-0.347564882751012
0.370583383331205	627.544287490526	0.492671925735092	0.0603402505952213	-0.432331675139871
0.374679608491469	-0.703809765030216	0.361570316604604	0.00259097972008649	-0.358979336884517
0.227839527404477	782.258034154125	0.350982595804733	0.16366814616635	-0.187314449638383
0.390421906859324	1273.76726310546	0.377719342738918	0.235616361169526	-0.142102981569392
0.259775213111452	88.65890808264	0.439090434104651	0.0206934550315598	-0.418396979073091
0.32257505974686	940.511079854786	0.518116594185747	0.17164305865876	-0.346473535526987
0.335587816980179	839.191628623064	0.490591769498141	0.202836555266871	-0.28775521423127
0.169899501241423	526.931488534986	0.216420291801539	0.128273646394852	-0.0881466454066868
0.295054438368233	28.3431094013039	0.354167184407905	0.0122438515705454	-0.341923332837359
0.199685301315589	113.606592310528	0.159694473118965	0.105202387893644	-0.0544920852253207
0.262272176086973	-0.440035850816737	0.294015737141783	0.000670774421444434	-0.293344962720339
0.236723032838554	2.99952010896361	0.3444980099343	0.0368795879086498	-0.30761842202565
0.236697037867545	574.151679321033	0.39211274130143	0.167938686595651	-0.224174054705778
0.390009397991189	637.206214848343	0.34217951167755	0.0591070305290816	-0.283072481148469
0.302771138073608	1593.83556382197	0.368910256246756	0.294273180976369	-0.074637075270387
0.300414250372792	320.290301240374	0.442892328168427	0.178229521729802	-0.264662806438625
0.271903317819964	-12.6586033441083	0.440747011475739	0.00158424011835961	-0.439162771357379
0.34473672357443	3.10331238437736	0.514915208949656	0.0363440125289124	-0.478571196420744
0.284195446813108	1158.72212232801	0.381526536914698	0.280300116790756	-0.101226420123942
0.256914785963217	76.7253929648517	0.574460251493357	0.0822841020186455	-0.492176149474712
0.298040900854754	1075.80824747117	0.443355298795225	0.180969262720327	-0.262386036074898
0.258225479121192	1280.53653704166	0.371725586237891	0.26767567444796	-0.104049911789932
0.391213536733366	35.569300150247	0.322278367875028	0.519433699197257	0.197155331322229
0.333795344617886	0.505503819591312	0.355186103004873	0.000766812995455527	-0.354419290009418
0.199038299081986	200.117703537641	0.318256987573577	0.0352976568466803	-0.282959330726897
0.209106703622104	897.434432760888	0.343667384724676	0.21606015203533	-0.127607232689346
0.312814120875069	674.947413049174	0.407675142740775	0.130749377544087	-0.276925765196688
0.262260961951371	1315.23031736828	0.451752441691923	0.345386748265202	-0.106365693426721
0.241435110620178	579.239940269171	0.320411600090853	0.107046767758764	-0.213364832332089
0.331643246396733	899.803710060257	0.370866820479084	0.0923304677476218	-0.278536352731462
0.190221058197403	-0.212460899001877	0.452463445780858	3.34867299266776e-06	-0.452460097107865
0.270717114561683	940.351696275347	0.482497531150614	0.217143748279417	-0.265353782871197
0.256500271716303	534.70033337446	0.18334395587044	0.0588711329496001	-0.12447282292084
0.274135916798359	1199.7553098192	0.385209655926435	0.259265488571214	-0.125944167355221
0.259588961773496	960.187680235836	0.340793897501261	0.140821082445624	-0.199972815055637
0.260183792311758	896.786242650255	0.349991665358852	0.410423658695816	0.0604319933369639
0.349216861501711	2.35360154128749	0.518913647214399	0.0168966315191566	-0.502017015695242
0.285432985427266	832.840771396249	0.482860785534926	0.263143621727912	-0.219717163807014
0.246333527448077	190.032480658257	0.384303170249635	0.0483035238011297	-0.335999646448505
0.272913302665749	1102.79809551576	0.308440319627352	0.160606783906576	-0.147833535720776
0.282453982808151	827.274720723852	0.400632491430731	0.122029254716305	-0.278603236714426
