Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_chicken_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_chicken_C	Univariate_LR_delta_R2_chicken_C
0.501156897729927	4740.0022573768	0.504747196006315	0.450735357530485	-0.05401183847583
0.157329486545172	1216.57685550718	0.116260839895008	0.198014968052011	0.0817541281570027
0.315069315823578	-0.777166899433979	0.171460156214606	0.000884173699480783	-0.170575982515125
0.176009721470819	20.1137391598555	0.184103749778326	0.449884155143309	0.265780405364983
0.0800901575744007	988.948382261489	0.0152654247136953	0.0386893066387351	0.0234238819250399
0.153037678473847	345.745287302058	0.184209767323393	0.25278909457835	0.0685793272549571
0.348914525027822	4.70356377418069	0.392957858872661	0.155346033890569	-0.237611824982092
0.248288835254325	4.07969109793255	0.333869705760653	0.0413976759011854	-0.292472029859468
0.19930190752817	20.0767445323509	0.127859540886459	0.00745442567768598	-0.120405115208773
0.283136239915263	1857.70383632151	0.40132378456889	0.114963038046283	-0.286360746522607
0.366063245609966	1462.64438817686	0.624217085192176	0.368114693746645	-0.256102391445531
0.283589697448926	82.25987617821	0.0843422273393643	0.00645671323243958	-0.0778855141069247
0.197488491887541	414.956432672298	0.15622999876948	0.124933822260129	-0.031296176509351
0.246282500717424	2013.02604553648	0.213465450274872	0.560530109254087	0.347064658979215
0.228716114162637	44.962588389955	0.155626882627737	0.684662046895233	0.529035164267496
0.0324646383289867	355.101389559332	0.00220636834254407	0.00403014243586547	0.0018237740933214
0.325541255326029	50.7065834646059	0.474919952073835	0.0975684526518018	-0.377351499422033
0.277331174129655	1773.35099340977	0.852010937819747	0.229383524769104	-0.622627413050644
0.356080614262532	1989.93527526349	0.727852385070605	0.51508305252413	-0.212769332546475
0.0653347861954178	141.676321431854	0.0269593270883041	0.0397876207709751	0.012828293682671
0.313723228291105	400.808786704332	0.35139349138896	0.152664644013154	-0.198728847375806
0.287675192226792	257.849092263554	0.570973876532829	0.399954536669719	-0.17101933986311
