Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_chicken_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_chicken_R	Univariate_LR_delta_R2_chicken_R
0.241330212227999	0.000000330744101487373	0.28626477225787	0.000552470255317144	-0.285712302002553
0.392275411593017	-0.000000175663890206356	0.315349571643929	0.0000341757825074575	-0.315315395861422
0.317017135446147	0.00000112120656059782	0.508513096204344	0.00294144514508298	-0.505571651059261
0.246447346647676	0.00000131828550162535	0.372145068874721	0.00649077269361334	-0.365654296181108
0.32762703788153	-0.000000515606580874143	0.432488412831521	0.00048540057875671	-0.432003012252765
0.260319066070212	0.000000211472154725928	0.50053523171089	0.000225353359721852	-0.500309878351169
0.304188688711659	0.00000141031316461876	0.417799135857502	0.0058016283882823	-0.41199750746922
0.427990940828576	-0.000000291385088109885	0.562096200374921	0.000122226991372239	-0.561973973383548
0.333814659921271	0.00000132364636904338	0.418942553998355	0.00390700205563042	-0.415035551942724
0.326445431591441	-0.000000138428431960548	0.364730845264282	0.0000371565073416595	-0.36469368875694
0.255273422112727	0.000000454798580161228	0.366025985097625	0.00092880897763156	-0.365097176119993
0.219860567232042	-0.000000564433963712785	0.413222096575586	0.00336623098218195	-0.409855865593404
0.264395025367223	0.000000298860443976011	0.461387174968461	0.000522008304348475	-0.460865166664112
0.29796077901288	-0.00000126667596161239	0.209439776586271	0.00207606813439263	-0.207363708451879
0.248182625557463	0.00000140432273559612	0.44531253785271	0.00766396104174608	-0.437648576810964
0.33273100112253	-0.000000525257143366028	0.433050295728047	0.000685955410267586	-0.43236434031778
0.248350455898396	0.000000676237978261128	0.405084931883164	0.0018424083695974	-0.403242523513566
0.243561493403858	0.000000784292156375942	0.262062356084384	0.00226790814491357	-0.25979444793947
0.319116573516755	-0.00000116661462781393	0.353705662051301	0.00245711355789344	-0.351248548493408
0.272228407790277	0.000000768870434014367	0.421280085658292	0.00178758817539006	-0.419492497482902
0.270544386788434	-0.000000478167938934429	0.419573296050226	0.000686714779725171	-0.418886581270501
0.247303960225036	0.00000312411743822285	0.288765987735029	0.0257219727557587	-0.263044014979271
0.282925598422292	0.00000127181095840018	0.559594878389238	0.00381912683989974	-0.555775751549339
0.206467733542681	0.000000461719500504592	0.208563177496035	0.000522988791743643	-0.208040188704291
0.356215727610473	0.00000141317090073907	0.47551183931837	0.0041096498718875	-0.471402189446483
0.281821917471742	-0.000000255764512625285	0.244946805334514	0.000139668678254321	-0.244807136656259
0.31954128148161	-0.000000337568551064732	0.334014943353616	0.000352309309925028	-0.333662634043691
0.350470461935343	-0.000000825038099559682	0.356014617901295	0.00186817433839979	-0.354146443562895
0.341579765816753	-0.000000101617105220505	0.482183473769256	0.0000393682343562836	-0.482144105534899
0.334175815086477	0.00000113153544804207	0.344795773878849	0.00275425988544278	-0.342041513993406
0.251653277981516	0.00000139638065201095	0.306254218296909	0.00483239729618705	-0.301421821000722
0.217621064767193	0.000002021387760089	0.388795643956773	0.00842360592361858	-0.380372038033155
0.308037696677005	-0.000000236242400986472	0.402084905003319	0.0000988430530118324	-0.401986061950307
0.208184013442574	0.00000083105547520712	0.341206000478794	0.00298570807693063	-0.338220292401863
0.402269197414636	-0.0000000850076551886835	0.524440709483866	0.0000196205446488914	-0.524421088939218
0.257234122177265	0.00000135636369666483	0.351835719112593	0.0059342767722121	-0.345901442340381
0.205264991927292	0.000000742489081564088	0.335571882426476	0.00246140817787921	-0.333110474248597
0.28016101895172	0.000000553333471855944	0.447322044476711	0.000666817677355276	-0.446655226799356
0.323343452308513	-0.000000445686511787757	0.452940604956397	0.000376441392870324	-0.452564163563527
0.322274235982815	0.000000264368663927749	0.347808461604294	0.000231310061823451	-0.34757715154247
0.286993515904114	0.0000000664676230861247	0.295851692991343	0.0000128852750305045	-0.295838807716312
0.317399324274047	-0.000000477706113073374	0.321594205610873	0.000478490707969782	-0.321115714902903
0.29451053198508	0.00000090509906325968	0.382266657094635	0.00283573857143772	-0.379430918523197
0.259439415630615	0.00000173224311883665	0.282237309841741	0.00757221184054788	-0.274665098001193
0.301666560060906	-0.00000000855761471030768	0.40459679395138	0.000000223853540987011	-0.40459657009784
0.221923002786531	0.000000320625365300311	0.241901701711606	0.000349525512231343	-0.241552176199374
0.19646654416225	-0.00000124269572093731	0.217482915956766	0.00641814605150079	-0.211064769905266
0.228061886088476	-0.000000258947314505699	0.475454763345483	0.000318000440516083	-0.475136762904967
0.293252775736248	0.000000667812242974484	0.348713745483492	0.00199292166717845	-0.346720823816314
0.25816859542006	0.00000100209309896069	0.568481718176481	0.00273569827530959	-0.565746019901171
0.278263722643126	0.0000014332819666093	0.483551432255109	0.00978254465579629	-0.473768887599313
0.300775700219077	-0.000000376502954030388	0.402741924210627	0.000634236638909563	-0.402107687571717
0.353337436505324	0.000000353657666283665	0.575753492581436	0.000314257366728177	-0.575439235214707
0.490632142260483	0.00000018068659033588	0.557319574131128	0.0000595648684577026	-0.55726000926267
0.335540484136621	0.000000601855054518657	0.377038415873686	0.00114773225102418	-0.375890683622662
0.289797781856722	-0.00000148050110221798	0.277144154946472	0.00713656479870637	-0.270007590147765
