tipnames	nuts0_id	nuts1_id	nuts2_id	nuts3_id	lat	long
PP354988|NA|strix_nebulosa|SI|2022-08-30	SI	SI0	SI04	SI041	14.4720881	46.0527405
NA|23pool1280_23RS1633-583|culex_pipiens|IT|2023-07-05	IT	ITH	ITH3	ITH36	11.7915896	45.387051
NA|23pool1744_23RS1822-82|culex_pipiens|IT|2023-08-03	IT	ITH	ITH3	ITH34	11.9145706	45.7289954
NA|23VIR9300|turdus_merula|IT|2023-10-01	IT	ITH	ITH3	ITH31	10.8379705	45.5215467
NA|23VIR8795|turdus_merula|IT|2023-08-23	IT	ITH	ITH3	ITH35	12.4542146	45.6179681
NA|23pool2067_23RS1943-143|culex_pipiens|IT|2023-08-24	IT	ITH	ITH3	ITH31	11.1784065	45.3044238
NA|23pool2138_23RS2497-1|culex_pipiens|IT|2023-11-13	IT	ITH	ITH3	ITH32	11.5755758	45.3920141
NA|23VIR8708|columbidae_sp|IT|2023-09-01	IT	ITH	ITH3	ITH36	11.9204803	45.3705187
MZ754020|USUV-4119031210/1|turdus_merula|DE|2019	DE	DEE	DEE0	DEE02	11.9662371	51.4953567
MZ754045|USUV-VD-2020/58610_|turdus_merula|DE|2020	DE	DED	DED4	DED43	12.9546634	51.0482872
MZ754050|USUV-20_51217-UGF197|turdus_merula|DE|2020	DE	DE3	DE30	DE300	13.404954	52.5200066
MZ754058|USUV-20_51217-UGF208|turdidae_sp|DE|2020	DE	DE4	DE40	DE40G	14.376813	51.5696303
LR989890|ED-I-139/19|parus_major|DE|2019	DE	DED	DED2	DED21	13.7372621	51.0504088
MW803140|UV780/Serbia/2019|culex_pipiens|RS|2019	RS	RS2	RS21	RS213	19.692337	44.755274
MN912545|NA|culex_pipiens|SK|2018	SK	SK0	SK03	SK032	19.699024	48.669026
MN912552|NA|culex_pipiens|SK|2018	SK	SK0	SK01	SK010	17.1077477	48.1485965
MK956040|USUV-M_661|turdidae_sp|DE|2018	DE	DED	DED5	DED51	12.3730747	51.3396955
MK881044|USUV427/2018/SK|culex_pipiens|SK|2018	SK	SK0	SK02	SK023	18.0441986	47.7641821
KU573071|218200/2013|culex_pipiens|IT|2013	IT	ITH	ITH5	ITH56	11.9787016	44.9802679
KX257052|NA|turdus_merula|IT|2010	IT	ITI	ITI3	ITI32	13.4823472	43.4859546
KM871201|ITA055|culex_modestus|IT|2011	IT	ITH	ITH3	ITH31	10.9683848	45.2404939
KF055444|NA|culex_pipiens|IT|2012	IT	ITI	ITI4	ITI45	13.9002616	41.4309149
PQ462398|9458_2024_USUV_HU|homo_sapiens|HU|2024	HU	HU1	HU11	HU110	19.040235	47.497912
OR141573|19_51217-UGF178|turdus_merula|DE|2019-08	DE	DED	DED2	DED2C	14.4404735	51.1192747
OR141576|19_51217-UGF194|turdus_merula|DE|2019-09	DE	DE4	DE40	DE406	13.8911712	51.9410767
